A,B,C,D,E
0.128579400598667,1.513239268467,0.186469491119,1.52213850393874,0.453482687435147
0.186592066842667,1.35462118706071,0.103921001466333,1.49371762105088,0.456192010835666
0.182022533235,1.36128372999633,0.098200002399,1.76999641400475,0.6734805516
0.187424933456333,1.270143998656,0.096002335791667,1.66088913903847,0.845737414535407
0.130803399844333,1.639544594727,0.098902668578,1.82466548892867,0.646002059665695
0.322043465946727,1.51801867364,0.207646495442667,1.88812180583867,0.619218780436656
1.54184531112996,1.184836665672,0.299692158112,1.908648112194,0.610723748903
0.116111533685303,0.983752806008333,0.154119165123,1.95067443598156,0.678073579024666
0.762950777301889,1.04939946634967,0.0951436693,0.875389905622236,0.684901482642068
0.611777865235333,0.878434224190339,0.164912335140333,0.350993299427115,0.642036693486066
0.528551110089222,0.662251193513017,0.196325187194,0.245988316868333,0.527852216475119
0.476825157614555,0.921561463700333,0.212794503437333,0.369610501436,0.565791662316
0.731013989708939,0.744007360827424,0.094733499376,0.209042104206,0.576548093521785
0.554443382397111,0.07667840406823,0.13231433298,0.239203886103667,0.358083151433486
0.104247436396425,0.475083133615667,0.142616288581,0.086673632155333,0.376331519895667
0.119981674009666,0.312938467465333,0.079309523994667,0.230311697917424,0.001933347561334
0.242177590770788,0.716042669821333,0.096211939488,0.384103808975612,0.579126666325667
0.101145761055926,0.808768272338333,0.134789854524,0.384062774101366,0.812436193598333
0.129394548245605,0.775312543183159,0.060141011700667,0.041551670693334,0.977723800558831
0.018376994053148,3.248331410392,0.136488332869333,0.594113411564769,0.586495456994148
0.080891853949727,2.55890026620505,0.235006503707667,0.135975496072667,0.552410504234745
0.099576118802037,1.81103913888911,0.176920335919667,0.059086495079,0.430954999064
0.143693121945515,0.335705933852,0.284723006525333,0.034678650487932,0.163719331755
1.08257642610459,0.290001849161667,0.223684503902333,0.064883338481,0.348886158227333
1.77132615616606,0.277232866001333,0.225502202841,0.244783889848453,0.524588333884333
1.51952466789848,0.042455004145,0.327473826914667,0.362168046264396,0.846621685920667
2.17660315218921,0.720822468210667,0.160590495519,0.116084405394576,0.757385996721475
0.350290757960296,1.053184069933,0.06631894519,0.301515247862951,0.881062209278082
0.040853524627455,0.930140098418365,0.07288778692,0.344166999666333,1.16067000516833
0.216752815131778,1.33797324655157,0.087550950764666,0.331865666674526,0.958223345149666
0.361835291668726,0.891539142131,0.048760963845,0.323809298421,0.83336475975478
2.15676143659667,0.901188258704667,0.018251411596666,0.257447176076,0.83425247040872
1.22010970846545,0.996733323845185,0.167109991889,0.252603966225966,0.777929993950666
0.088211907620779,0.929386741183,0.070813725326668,0.269440367244815,0.998583944467923
0.292374433761149,1.63011522619933,0.003933252764001,0.423495075887262,0.955875159142666
0.136253594832364,0.719114597853333,0.047875956487334,0.539475086555661,0.81657701349726
0.283428055971703,0.690093971172543,0.051937060600666,0.326608325103333,0.766483363798224
0.354765019633577,0.805798373410328,0.038256729183,0.249220832951334,1.25712465644633
0.07601292587137,0.868891200987,0.151462207748666,0.217796165306333,0.827110151797667
0.315448953309576,0.971476187245333,0.040862855554,0.430340008611001,1.098656646336
0.225562891234074,1.55357808060567,0.038810586417667,0.114626177245666,0.723918340766999
0.164536632963181,1.916706210072,0.093193841804,0.184144289146626,0.958303340484
0.211912825184629,0.795098610439667,0.141515418198334,0.251711273073172,1.246009147018
0.167419578650121,0.838429692934141,0.040659961378,0.257157578722108,1.118457782797
0.060049392951778,1.00268052842688,0.259717009213333,0.291123831578667,0.996539298758335
0.314404524343879,0.792853782559738,0.401789329014335,0.209395828489667,0.854008464463119
0.201650849053221,0.737624265372,0.081772275504001,0.385235334183,0.940048794221884
0.158485232935243,0.990633134777667,0.001585295040333,0.309586335871001,0.633986525516012
0.121848647153296,0.907046670433666,0.487199359314,0.317476511936667,0.489956675337001
0.243558828453153,0.820573067108,4.748621665573,1.3279764852223,1.640853340021
0.173135849934252,0.939849991465334,6.234528343245,0.41181956935876,2.37319309173014
0.305503857537588,0.920282817082666,4.71006334552367,0.397114502494333,2.2810437439108
0.500507930731482,0.915812001960135,5.89509665849667,0.486406098027933,3.068044979323
0.90137889941388,0.747801537394492,6.172204993696,0.561085000581333,2.22356302288978
0.309780852247482,2.94656773676867,5.76412499174134,0.45076470999404,3.26842977945824
1.37817713371352,4.47786944316423,4.73219501072133,1.05577101839033,1.16930616012138
2.88735935288944,2.10305238395533,3.57595832659333,0.266027151443666,1.81093897780356
6.82808999298988,5.36658171839467,3.97807832499933,0.459172022198667,7.52728842792491
6.74533592600671,2.620046135711,1.91385666708333,0.353198662867628,9.3547259669421
8.06411536952667,1.905159922594,6.65433666719133,1.34952210767126,6.09567098082916
5.80998604872989,2.54756388809268,6.53290167502833,0.936669506020724,7.4851098552271
8.30432260166952,3.8471868179739,6.848639979534,1.56381252586867,9.09302070575911
9.54864372416493,6.07016090788933,6.01893168720933,1.724921728681,10.3918399669507
9.28033052847897,2.33833694043233,6.52695164985467,1.75196115923667,10.478420093601
9.69986048357667,2.094177276333,3.986956664248,2.21782292186685,10.5384632019388
7.428974549484,1.52379883794633,3.67723592601102,1.40607459129289,10.5416066324063
7.26231236186815,0.704965653479333,5.82168166047834,1.857071362927,10.379373331187
7.44812915433503,3.608835942075,7.398863312542,2.92186515510586,9.81531494623867
7.72493015985311,3.70147033499406,7.31454997473034,2.06088100454069,10.5265287856571
9.13571723998067,3.86556259768639,7.90188998167867,6.10495528589524,10.3861570189817
6.47038992013896,3.14463291994033,6.94935999514867,5.42534327797833,10.5049833874283
6.7971765412023,1.88896384702033,7.71597833194433,7.384170050141,9.66584160127566
7.91073642531948,3.94098315253167,6.05164831373967,6.81945169114333,10.445866644835
8.05800296722637,2.36488925883167,2.92508167398767,7.476748300438,6.44872840309825
9.1135656955623,2.89524754563367,1.94908833378467,3.25103333667533,9.83084841360312
8.67157454158659,2.23087931465267,6.76668830318833,4.953039980096,10.7054530423858
4.75456799323842,1.20980740200539,7.88501165109533,2.16500332790367,10.7173388937509
2.35486590291141,0.964276891903771,6.57762164781433,7.56604676410136,8.5173290504072
3.34647281337218,2.35078066145167,6.06227499563033,4.90114719872685,5.59479144258752
5.67353861227111,0.922068590698663,4.74215500521567,2.52700226358485,3.55272989671602
5.36667916446276,0.995889355764667,5.95807997883,2.87268665645267,7.10692984197069
6.81921849124526,1.73994665548967,4.73825001133733,6.76043165882167,8.14280332600067
6.99975957760327,3.41871658425767,1.97303831672767,8.14133666754667,10.3897300533283
4.56424203800422,7.452523326979,1.2504715202281,8.08626169541067,8.80602334692433
5.13380152123521,6.33362204282251,1.53767803350285,8.12433998086667,10.3986566612947
2.18232436374267,10.0064873101337,2.95707667205867,4.20031287186397,9.82577585667528
3.10688796674048,6.50021636251133,4.838089992328,1.75757292078781,8.64267319334321
7.43357451951911,0.693889327828,7.10398833467733,1.52335714484898,6.73582330069834
7.81579252373518,0.734293547302666,7.325396661357,6.83806498803566,8.00905834874967
7.96335829540085,5.742131444641,3.93691498530433,2.665249156532,9.42122667608033
6.85078073958042,3.44565273440134,2.97931498834367,3.41292499978933,10.5627067052267
4.47536999587982,2.98172893870167,2.28886507907909,5.90035666266933,10.0435000483823
2.64922927557842,7.64218132627779,2.32523279415262,5.62202833879934,7.940723331178
3.55136854812307,4.92945870318459,2.10672332339533,3.61438271785593,5.98929333045367
2.34919008408188,3.31833214432633,2.194478346638,2.88510277861226,3.23104499741567
2.51727156982337,2.11417693593433,2.05215666839333,2.57323469091319,5.061523314951
3.33624044980773,2.36787599601,2.102710011204,2.57536833083333,9.23038845109753
1.28449957249496,3.14745361102767,2.61197500043,2.22551667240167,3.68220167808367
2.65714153446924,0.812016335710333,2.143256665994,2.39912833192167,3.2578909487942
5.48134602847496,4.34313326230967,1.861605005802,3.91171168365567,1.9505413636061
5.57339690459897,2.26411446121431,1.69577500041,3.37308998910633,1.53489335219233
4.06000282438748,1.0889510085863,1.614599998571,3.46001665391933,2.59646666795467
4.21054609092226,1.07517380282267,1.33769665783467,4.64335186032929,2.163060003296
5.30774377536806,2.657342059947,1.823811664339,7.47594394278456,1.43009667200633
6.04360052590548,7.47674928252967,5.79378333223633,7.03672996878067,2.19195333967033
6.5382551505983,8.07840255259033,3.303375011017,4.384446649539,3.695973335111
6.78686185982467,9.56794821328933,2.27492000315033,4.28868331709333,3.99196998141267
8.69098355018518,8.87696571873367,3.03496333990267,3.51066999852933,4.69481048747329
8.98478168117193,6.85520009144902,2.346794989499,4.47984167176933,10.317386660395
6.1633282274763,7.64606141183161,1.87355333426333,4.92723331252467,8.452873324235
7.17487884941948,8.06781372559667,1.98557999842167,7.612063338854,7.84973664975667
5.13204932683563,12.8316533454513,2.483031657259,5.8778169432558,6.52626829730734
8.73111271504619,6.15170482153033,2.77698832641,7.68202259610856,3.568323365434
5.84135869083406,4.84467840480167,2.19800332883067,2.420698328095,8.62283670410033
4.01598998874089,4.93803052476933,1.84024499570733,1.97215833173233,4.06534868769627
4.78558263949388,3.98741773726333,2.38437287713712,3.69400500214733,2.46710333165167
3.49424861831741,6.91392753982719,1.76845934180236,3.36569761962797,3.00209981925642
1.51504560916664,7.55640660465607,1.27822333388433,2.00276425852925,7.39573831642967
0.942798036857,3.71799853662633,1.68504000458233,1.469301657455,5.08828494168174
1.10047713357427,2.39695646206033,2.52660500936767,1.87106667433867,5.52232443874339
1.3144933459187,1.96783886702233,2.15525832947,4.44622332754167,4.42278263675177
1.01943449925676,4.14985541507763,1.56686665733567,2.22862166462933,4.36794407154138
0.938941364507592,4.07778165239503,1.33468166507267,1.93548166682567,2.12025891770222
1.3611099297907,2.90825610580761,0.867929999463667,2.165216680737,1.32021146633003
1.04746690237048,4.25854767428067,0.332648001725667,1.61568459822333,1.79104500585733
0.932112924533273,1.65789579956367,0.246239503719667,0.931620019801418,1.60531000366667
0.791671020108296,1.88744839995633,0.413100669794667,0.494057386704666,0.661386675382
0.65997731663397,1.63811755701993,0.556673334926,0.535278003435,0.454473223451285
1.04367240228019,1.47427138725902,0.741779999441,1.686261656954,0.632156901710907
0.161532315661515,1.01121853501633,0.515633333575333,1.355579997635,0.721856672971333
0.198304413410556,0.673028135421,0.425633002077334,1.14480676751095,1.03823737399236
0.105937645384333,0.491108869134,0.237966336133,1.38398454483893,1.06378542041847
0.154196382278091,0.506741179026526,0.110448385768333,1.2423659690457,1.252290000785
0.293242653753926,0.786365877494491,0.115648335670333,1.33134833772767,0.811914136493438
0.112343098433758,1.33169945138413,0.087393664791,1.077754345047,0.823808490714921
0.156399423000111,1.268662131932,0.367589500569333,0.363014994059666,0.829679313941656
0.15090309660703,1.12735973257833,0.543394332905667,0.568486662212,1.01327499401267
0.119909466144111,1.26546085614215,0.872216671014666,0.54827256168418,1.06479925902815
0.947557879335757,9.125724488097,0.983363340169667,0.551566660815,0.977158512653666
2.29100714970867,19.133444746955,0.870461668091333,0.611105762596915,0.892051960262333
0.304939314001,19.2038429572117,0.651429997489,0.554313431120864,1.11872665824167
0.987866908719333,19.249965115203,0.641404992250334,0.466804646423666,2.24115148059452
0.276150185450212,19.1782422435187,0.688981669683334,0.598308330471333,3.23978499634175
0.394708062211555,0.884463876475333,0.584959998943333,0.50846165559,3.0760306738185
0.273637567240788,0.623412812677086,0.5353266635,0.482090668524667,4.5247445426786
0.098849630530408,0.587847418811557,0.65847667061,0.455837646152,4.05219153455058
0.072159193961788,0.570363330658,0.635016666143667,0.462315425958334,3.42738450637559
0.214730821628889,0.378783070188334,0.443267163037333,0.399659995158666,3.2839077286129
0.325044732838667,0.375455864426808,0.495860994610666,0.548975597778169,3.24248492855917
0.332933992807037,0.353610684853891,0.308760511505831,0.552535658382,3.61454925283852
0.337563266979697,0.617319130691334,0.050326559615082,0.594416377176754,3.193496641237
0.340874889831889,0.584761197904667,0.012886052565333,0.548756671401,3.23477718576404
0.254125388902485,0.624671465279,0.074381502230667,0.603068345084999,3.050343328235
0.207316415108111,0.564936131415333,0.281849496509,0.525000002684999,3.02921037076119
0.229927703434151,0.559621668479667,0.408048330431667,0.434386455191932,2.77681919565132
0.297266932734926,0.625432672480616,0.164698326388503,0.46399213761423,2.79958440550091
0.38366016823403,0.548553807592525,0.042812523411101,0.486893340164667,2.86253072077267
0.331220463541333,0.537415733774333,0.10225889159037,0.530531353466361,2.81605891515745
0.353178199108,0.523562005389164,0.081786836151333,0.531993165161032,2.92542532991922
0.364930665313,0.608747552760218,0.242734661161333,0.430458338231333,2.899613344275
0.320636267532667,0.569151263923,0.264390656396,0.382246671376667,2.92267166700233
0.325520467957667,0.693638312861238,0.024317584096,0.369121672030333,2.83031898213515
0.326531933734,0.581553668972689,0.050087181834667,0.380500004988,2.82231834360567
0.363525466954333,0.590095272159333,3.895610976852,0.355595064666085,5.332051739509
0.448433199452333,0.598745111905593,0.147474434215666,0.441742716032237,2.96118664911133
0.460915200420666,0.890755335679333,0.057276207976333,0.493167208804557,2.17452250812736
0.46132146804,1.028281202787,0.187369324167667,0.543690006960667,0.036581615374776
0.382672065949,0.975528133290667,0.150974495905667,0.603665016537666,0.233804091477959
0.607058400519333,0.963794718335932,0.097315333916334,0.905730037300666,0.24000000207
1.30133826932667,0.86266108033459,0.099110333854,0.512368350640667,0.126480012522001
0.411838867136333,0.776423316078573,0.099326333834333,0.510470013909333,0.501100403046939
0.416868734032,1.00069774448848,0.101156833581333,0.562868820506881,0.042239987860001
0.517809335142,1.71001160115533,0.192195993541,0.461839887572252,0.198239966638002
0.589711932727,1.49804226159933,0.185160991230334,0.47078759220073,0.169200031294001
0.597044937283,1.56552407146867,0.108152500551667,0.479141663569666,3.15315376256127
1.48312367430933,0.907247402546333,0.099963333624,0.597166678178333,3.77296248152578
2.07497199598533,0.783478437505322,0.098837166967333,0.603296681747,3.76334197197667
2.270537068984,0.666459388717869,0.103678833552333,0.479096665204,3.85181059401081
2.39126607557333,0.629435205559667,0.167256996105667,0.479086669286666,3.48682440421738
0.458544997912334,1.751135865533,0.233551828045,0.482132195566203,1.72151701084297
0.475809400903,1.23385540438833,0.165629995943667,0.457393886296407,0.731023350581049
0.494888265784333,0.999500230854034,0.098258119358265,0.41090323779179,0.768446163402333
1.31948247069167,0.953699868128666,0.103696294135882,0.425661476518428,0.765548379761322
2.63696692677167,0.881269227675902,0.103665833475667,0.595720008175667,0.711103366893049
1.30731366569067,0.876563600803333,0.119053672259503,0.567136683926333,0.810223096474
0.486367399677333,0.867576002581667,0.187125993391333,0.574151678144333,1.188240004044
0.414934334836,0.794994130040333,0.190418827919333,0.608293336959666,0.787406156607999
0.36900473395,0.654809597357,0.102491833482667,0.566869149887593,0.666429244830334
0.363365331713333,0.703405196426333,0.101308333567667,0.220386167790585,0.641023081708
0.369405603401667,0.660572934004667,0.137110873854546,0.490784995796667,0.645840004468
0.392580533943,0.686254402155667,0.099085833587334,0.482753338606,0.602445664529333
0.451748799231667,0.722720798601,0.171899329239,0.556830013413333,0.51766307983
0.511217601428667,0.625222998452441,0.184284158608667,0.72478166451,0.453599991104
0.635880995365,0.582954764928426,0.167645164361667,0.895686632965,0.454559991336
0.568409601793333,0.658428397625,0.103480500158667,0.826287108159594,0.590536748082644
0.540144935644667,0.670887648206339,0.103354833444667,0.885808624483565,0.581263345415049
0.531018733459333,0.583634150862525,0.101397333430333,0.88900332507225,0.458879994708
0.508369399931333,0.673612931270667,0.124051581447209,0.841722708448509,0.464588381339322
0.219463400030667,0.748496871390334,0.185576658222,0.787783367570001,0.478560003272
0.215300932634,0.762088397787333,0.176122827026667,0.790863365391335,0.610988380679322
0.208001466517333,0.661208996669333,0.102139500081667,0.783698350273667,0.545159564771864
0.205700333608667,0.961339132137666,0.101431833435,0.825446114879412,0.449023349587049
0.130820533378333,1.168043994245,0.10559949135078,0.866750465538339,0.447901151504013
0.103887866938667,1.10947766582233,0.104880666533,0.910666859135735,0.518093762371675
0.106547400063,1.16107393761433,0.171222947213721,0.87341997256628,0.503720683433024
0.105459666907667,1.17152363603376,0.185531854731079,0.786744763876747,0.49639495331093
0.147764133908333,1.23274449051371,0.132373998586667,0.490301311604557,0.409646161524333
0.178559066869667,1.18653972123435,0.108463499573,0.394280497378667,0.662126950276667
0.18099306686,1.25127565567533,0.105667999872333,0.208464669834333,1.17131633251933
0.187461932895667,1.27853887747353,0.102459166622,0.262121509119,0.741442167830333
0.109949266698,1.25142544190223,0.123764330602,0.307293740611932,0.787882489253
0.104387867023333,1.22948107763567,0.183415991504667,0.295050307946178,0.703273820402667
0.104780266798,1.17688592323867,0.157253662053333,0.310363097103471,0.777731323244667
0.104229733311333,1.188735667967,0.102461833364667,0.308568845598333,0.740322002644
0.144250866126,1.18597353457067,0.105651333193,0.309873344976666,0.696613551652745
0.188145733223,1.19312840301367,0.106564166554,0.308848844925,0.840974487798333
0.182518533223333,1.19560840695367,0.109803999652667,0.380616507554333,0.996895820896666
0.179567400316667,1.20867034133308,0.169903994136,0.391337844762667,1.12152473664719
0.180228666553,1.26514872069912,0.18528732493,0.399746676397333,1.17773341751249
0.112645200333667,1.303117665615,0.130950165979667,0.335895869111056,1.18098981052522
0.105359133345333,1.27408480032567,0.105219833204,0.373356178424369,0.988736070535868
0.105817066418,1.236693322806,0.100881833388,0.328398234557188,0.992288297618746
0.104321266965333,1.229320861605,0.102903666522,0.413608968989457,0.978420513385666
0.14062513267,1.22519139487967,0.155923995248,0.412215001763,0.971553048863966
0.187017000123,1.20085980148233,0.197197822853667,0.401752336524667,0.985734908440983
0.185721000234,1.23762100230267,0.148527328643333,0.294463345309333,0.955495701540404
0.183162266125333,1.211355208451,0.103214666784667,0.239634244990169,0.849340155538674
0.172315400752,1.20835860053533,0.102028644200068,0.182497502914333,0.723173050075661
0.105968599702333,1.27510646041467,0.100795333566,0.177633835677667,0.743035664315
0.146765065622,1.27172593802567,0.096894666898334,0.153576832868333,0.894828667251666
0.204224599844333,1.27592600286833,0.215800990332,0.178594755957449,1.13608698278133
0.144654733593667,1.28238933869233,0.198760324723333,0.38905286682831,0.827149161505333
0.137944266436,1.201066724566,0.099176166967667,0.244683481601929,0.734673493180333
0.185870932411333,1.20556603995027,0.104466666734,0.24652184309,0.824661991877666
0.177746399352333,1.20967318467675,0.098243833615,0.244752844386667,0.779492493764667
0.184668266801,0.559828332924334,0.100812333417,0.127128470747,0.713547502464333
0.181716867107,0.563315933448334,0.152977052535885,0.083910063611667,0.811172003172334
0.184252065612,0.583329268198,0.200599528399216,0.198915339358334,0.79273384462713
0.185170733372,0.721281803597667,0.150529829878334,0.313899845366334,0.78789645438988
0.180522866621,0.729824803225,0.099359333942667,0.4068762867,0.757205879731887
0.180284731807667,0.730275534727334,0.101536166901667,0.273926344009984,0.769555496538333
0.180185733642667,0.723377392992,0.105508833313,0.272753474822255,0.896743666524
0.291384198954667,0.645506200397,0.094956166688,0.306069346381,0.897287326174667
0.350181933367667,0.642420467802334,0.217640821996334,0.300199512521,0.791764680172109
0.349093600448,0.641247467548333,0.129524409861,0.281034016168333,0.784072673046
0.354021400144333,0.568399736894334,0.096941410788667,0.285720019192,0.782006993884333
0.352899666728,0.564465062263667,0.093898424054667,0.287230352201,0.944450394633333
0.216969865304,0.577688204383667,0.095015123861333,0.284342221464339,0.903430909955033
0.204060866834333,0.687366798128,0.092389020921,0.280633264671946,0.810820972491848
0.191412466304667,0.729789224892102,0.101880386981153,0.119610078524386,0.956188858620224
0.198310866424,0.674008932480787,0.202618322119,0.141042613956,1.00137163824776
0.210541732990333,0.646589601885666,0.131491498681,0.111343870696,1.39917863092492
0.200047066035333,0.586757868228,0.100343000263333,0.030407240226,0.843309649259657
0.196713666132,0.602371868283333,0.101303167073667,0.027326484853011,1.00856529341227
0.194947933983,0.643230536050068,0.099947167033,0.001925582468334,1.01092323899609
0.189387531912667,0.631099661151672,0.149448498632333,0.226100220909458,1.10282727984743
0.185946134177333,0.567407529709667,0.191733623089463,0.223852840516355,1.06627931951346
0.105199733289667,0.559282601588,0.150956731168333,0.220397724929272,1.10353215161514
0.104508000194667,0.565048062008,0.099656333790667,0.282534852285333,1.00378491065389
0.106191066172667,0.636032465099667,0.100233833492,0.241660948329667,1.04791428552206
0.137002667119,0.650241531679667,0.104744333415,0.316948907224666,1.09152218351341
0.182138933922,0.659428463571,0.102062333700333,0.300473476434,0.890136003216095
0.181024332919333,0.646624596360667,0.199225158333333,0.295245544898333,0.72143998846
0.190030400005667,0.565235929146334,0.197068490317,0.30402362027349,0.47831999406
0.185862867068667,0.689915797957667,0.100755333624,0.307713870363491,0.545039998294
0.13505133356,0.652032930806,0.101982333659,0.306166785896207,0.482439178881551
0.108573933207,0.650805545576169,0.103019333601667,0.305487684892542,0.44519999031
0.109803200188667,0.660415940251935,0.100828500415,0.324182698084347,0.51791999232
0.108588133308333,0.669193641639458,0.175978828610667,0.33698379007217,0.528450613293347
0.111013266449667,0.655340960513049,0.197821822482,0.281114978107333,0.484560003478
0.169460066152,0.756337334875333,0.133717497668334,0.239656752488965,0.831839993712001
0.183090400156,0.648543868654667,0.100169023997136,1.68342794138133,0.407983359663049
0.185753467216333,0.651938669976,0.102196617863628,0.197985800299627,0.488862792612339
0.162235667424,0.606722063084667,0.100477833703,0.199990990618129,0.61654307059
0.110577533183,0.564752791869333,0.121000164882,0.196457122417051,0.469612310476333
0.106422133312,0.564088064486334,0.201828823471,0.198653324054667,0.441839861478066
0.114274333841,0.56292253203,0.185844658532333,0.19499857331,0.441359988418
0.168777932673667,0.558297134048333,0.100808833637,0.225210506446333,0.515229241169667
0.181943599931667,0.563504466861333,0.100360000298667,0.252031763286469,0.627566159496333
0.112874399857,0.562513000775333,0.105549816631546,0.184634482912407,0.457389247379667
0.104855867254333,0.605870663918,0.100099980840823,0.832466639828973,0.450720006924
0.103988600283667,0.735580334707,0.161188995696667,0.829406283701341,0.470125592636678
0.105856267044,0.683535199949333,0.199021489500334,1.13888720925885,0.545280000936
0.102911400211667,0.655390468281,0.118320665759333,1.91001495224833,0.527502793868339
0.103113400328333,0.600303601909,0.098370833596,1.925380886073,0.442080003212
0.103258533585,0.569681795438333,0.101790166986,1.59618399611733,0.40488000259
0.103973267226333,0.57720460093,0.100879500237667,1.61350397516786,0.475200003404
0.102975400184333,0.601951803111667,0.124426663783667,1.63917898733311,0.486703081834
0.499739932017334,0.625586004596,0.205881158056667,1.74203415890498,0.507759111980829
2.89094700675333,0.648253802455333,0.153271997218333,1.53925765731167,0.498050858335059
1.48429153358467,0.680848268909667,0.101457500319667,0.326782590730333,0.837689405976137
